metric,coverage,quantity,point_estimate,ci_low,ci_high,n_bootstrap
distance_spread,0.95,rmse,0.1114526197066479,0.10909163265626738,0.11372348050414587,200
distance_spread,0.9,mae,0.05039512303159252,0.04924748095503358,0.05138684389361698,200
distance_spread,0.9,rmse,0.11317454311101123,0.11067724269396705,0.11571405390426477,200
distance_spread,0.8,mae,0.05308273541106802,0.05183055973736841,0.054238698539460374,200
distance_spread,0.8,rmse,0.1169192299383097,0.11441788719716356,0.1194939817638771,200
distance_spread,0.7,mae,0.05625051939619472,0.05498490794644457,0.05748405159745713,200
distance_spread,0.7,rmse,0.12078406099977484,0.11824735569457341,0.12350940640900705,200
distance_spread,0.5,mae,0.06400389575375132,0.06242127402656391,0.06559631162826242,200
distance_spread,0.5,rmse,0.13028624391399876,0.12696896691434917,0.13389586670920264,200
distance_norm,,nAURC(MAE),0.8134006051454536,0.8037131709899468,0.8212922199511505,200
distance_norm,1.0,mae,0.048627571427021996,0.047615151524072544,0.04958072982083308,200
distance_norm,1.0,rmse,0.11107884072436089,0.10869699125178323,0.11329803048108124,200
distance_norm,0.95,mae,0.046356481539231637,0.04538519931643859,0.04726402673243046,200
distance_norm,0.95,rmse,0.10746576617133399,0.10499460314205726,0.10957594077543109,200
distance_norm,0.9,mae,0.04432560758728298,0.043405050965910554,0.0454001064405008,200
distance_norm,0.9,rmse,0.10387886155858926,0.10149648963469461,0.10612454677730661,200
distance_norm,0.8,mae,0.040777495767081416,0.039834285902548776,0.041865027878826885,200
distance_norm,0.8,rmse,0.09840257148668816,0.09607721743526156,0.10077626557496039,200
distance_norm,0.7,mae,0.037501084776419634,0.03642322111388002,0.03853263753622857,200
distance_norm,0.7,rmse,0.0932925061322132,0.09063397234662507,0.09604227745654682,200
distance_norm,0.5,mae,0.03190042394996707,0.03081720495742007,0.03298254526264959,200
distance_norm,0.5,rmse,0.08418537730427328,0.08148600654760804,0.08697941074075789,200
